Date,Open,High,Low,Close,Adj Close,Volume,Dividends,StockSplits,Capital Gains
2023-02-16,53.869998931884766,54.45000076293945,53.349998474121094,54.06999969482422,50.23138427734375,178500,0.0,0.0,0.0
2023-02-17,53.81999969482422,54.06999969482422,53.33000183105469,53.880001068115234,50.05487060546875,104900,0.0,0.0,0.0
2023-02-21,53.4900016784668,53.54999923706055,52.7599983215332,52.959999084472656,49.20018005371094,187300,0.0,0.0,0.0
2023-02-22,53.099998474121094,53.2400016784668,52.349998474121094,52.56999969482422,48.83787155151367,3898200,0.0,0.0,0.0
2023-02-23,52.97999954223633,53.099998474121094,52.369998931884766,52.90999984741211,49.15372848510742,415100,0.0,0.0,0.0
2023-02-24,52.36000061035156,52.43000030517578,51.90999984741211,52.189998626708984,48.4848518371582,185800,0.0,0.0,0.0
2023-02-27,52.599998474121094,52.95000076293945,52.0099983215332,52.22999954223633,48.522003173828125,119500,0.0,0.0,0.0
2023-02-28,52.290000915527344,52.84000015258789,52.040000915527344,52.040000915527344,48.345497131347656,368900,0.0,0.0,0.0
2023-03-01,51.689998626708984,51.790000915527344,50.959999084472656,51.369998931884766,47.723060607910156,711100,0.0,0.0,0.0
2023-03-02,51.08000183105469,52.130001068115234,51.0,52.060001373291016,48.36408233642578,172600,0.0,0.0,0.0
2023-03-03,52.43000030517578,52.970001220703125,52.380001068115234,52.86000061035156,49.10728073120117,140300,0.0,0.0,0.0
2023-03-06,53.02000045776367,53.150001525878906,52.66999816894531,52.75,49.005088806152344,72500,0.0,0.0,0.0
2023-03-07,52.77000045776367,52.81999969482422,51.52000045776367,51.63999938964844,47.97389221191406,136700,0.0,0.0,0.0
2023-03-08,51.689998626708984,52.459999084472656,51.58000183105469,52.15999984741211,48.45698165893555,152700,0.0,0.0,0.0
2023-03-09,52.279998779296875,52.29999923706055,50.849998474121094,50.95000076293945,47.332889556884766,224800,0.0,0.0,0.0
2023-03-10,50.88999938964844,50.900001525878906,48.790000915527344,48.97999954223633,45.50273513793945,476200,0.0,0.0,0.0
2023-03-13,48.540000915527344,50.119998931884766,48.52000045776367,49.540000915527344,46.022979736328125,232600,0.0,0.0,0.0
2023-03-14,50.33000183105469,50.63999938964844,49.560001373291016,50.029998779296875,46.47819519042969,272700,0.0,0.0,0.0
2023-03-15,49.439998626708984,50.0099983215332,49.09000015258789,49.90999984741211,46.36671829223633,229000,0.0,0.0,0.0
2023-03-16,49.459999084472656,49.91999816894531,48.77000045776367,49.61000061035156,46.0880126953125,154300,0.0,0.0,0.0
2023-03-17,49.369998931884766,49.369998931884766,48.380001068115234,48.38999938964844,44.954620361328125,157200,0.0,0.0,0.0
2023-03-20,48.59000015258789,49.220001220703125,48.36000061035156,49.029998779296875,45.54918670654297,223100,0.0,0.0,0.0
2023-03-21,49.43000030517578,49.54999923706055,48.4900016784668,48.900001525878906,45.42842102050781,264900,0.0,0.0,0.0
2023-03-22,48.65999984741211,48.65999984741211,46.970001220703125,46.970001220703125,43.63542938232422,383000,0.0,0.0,0.0
2023-03-23,46.959999084472656,47.54999923706055,46.2599983215332,46.439998626708984,43.422245025634766,331200,0.302,0.0,0.0
2023-03-24,46.16999816894531,47.56999969482422,46.11000061035156,47.529998779296875,44.44141387939453,674900,0.0,0.0,0.0
2023-03-27,47.88999938964844,48.119998931884766,47.599998474121094,47.66999816894531,44.57231521606445,241100,0.0,0.0,0.0
2023-03-28,47.439998626708984,47.779998779296875,47.16999816894531,47.619998931884766,44.525569915771484,168600,0.0,0.0,0.0
2023-03-29,48.13999938964844,48.709999084472656,48.13999938964844,48.66999816894531,45.50733947753906,350900,0.0,0.0,0.0
2023-03-30,49.06999969482422,49.40999984741211,49.029998779296875,49.290000915527344,46.0870475769043,221700,0.0,0.0,0.0
2023-03-31,49.45000076293945,50.439998626708984,49.45000076293945,50.400001525878906,47.12492752075195,266000,0.0,0.0,0.0
2023-04-03,50.380001068115234,50.88999938964844,49.79999923706055,50.060001373291016,46.8070182800293,160700,0.0,0.0,0.0
2023-04-04,50.13999938964844,50.209999084472656,49.59000015258789,49.95000076293945,46.70416259765625,108200,0.0,0.0,0.0
2023-04-05,49.810001373291016,50.060001373291016,49.4900016784668,49.59000015258789,46.3675537109375,340900,0.0,0.0,0.0
2023-04-06,49.790000915527344,49.959999084472656,49.380001068115234,49.959999084472656,46.7135124206543,105300,0.0,0.0,0.0
2023-04-10,49.650001525878906,50.15999984741211,49.380001068115234,50.15999984741211,46.900516510009766,104000,0.0,0.0,0.0
2023-04-11,50.25,50.72999954223633,50.09000015258789,50.290000915527344,47.022071838378906,180200,0.0,0.0,0.0
2023-04-12,50.689998626708984,50.790000915527344,49.970001220703125,50.029998779296875,46.778968811035156,309200,0.0,0.0,0.0
2023-04-13,50.040000915527344,50.040000915527344,49.22999954223633,49.70000076293945,46.47040939331055,164200,0.0,0.0,0.0
2023-04-14,49.790000915527344,50.119998931884766,48.650001525878906,48.97999954223633,45.79719161987305,292700,0.0,0.0,0.0
2023-04-17,49.029998779296875,50.130001068115234,49.029998779296875,50.130001068115234,46.872467041015625,206600,0.0,0.0,0.0
2023-04-18,50.2599983215332,50.2599983215332,49.779998779296875,49.959999084472656,46.7135124206543,319500,0.0,0.0,0.0
2023-04-19,49.790000915527344,50.439998626708984,49.560001373291016,50.29999923706055,47.03141784667969,191000,0.0,0.0,0.0
2023-04-20,50.040000915527344,50.150001525878906,49.720001220703125,49.95000076293945,46.70416259765625,105500,0.0,0.0,0.0
2023-04-21,50.060001373291016,50.369998931884766,49.63999938964844,50.11000061035156,46.85376739501953,221300,0.0,0.0,0.0
2023-04-24,50.150001525878906,50.2599983215332,49.54999923706055,49.959999084472656,46.7135124206543,93300,0.0,0.0,0.0
