Date,Open,High,Low,Close,Volume,Dividends,StockSplits
2023-02-16,33.72999954223633,33.90999984741211,33.189998626708984,33.279998779296875,671700,0.0,0.0
2023-02-17,33.279998779296875,33.83000183105469,33.099998474121094,33.279998779296875,575500,0.0,0.0
2023-02-21,32.900001525878906,33.25,32.56999969482422,33.099998474121094,571800,0.0,0.0
2023-02-22,33.189998626708984,33.86000061035156,33.13999938964844,33.43000030517578,607000,0.0,0.0
2023-02-23,33.79999923706055,34.16999816894531,33.470001220703125,34.060001373291016,853800,0.0,0.0
2023-02-24,33.4900016784668,33.7400016784668,33.029998779296875,33.459999084472656,421500,0.0,0.0
2023-02-27,33.709999084472656,34.619998931884766,33.470001220703125,34.040000915527344,896100,0.0,0.0
2023-02-28,34.16999816894531,34.790000915527344,33.709999084472656,33.7400016784668,705600,0.0,0.0
2023-03-01,33.70000076293945,34.279998779296875,33.400001525878906,33.779998779296875,458800,0.0,0.0
2023-03-02,33.20000076293945,34.29999923706055,33.08000183105469,34.279998779296875,603800,0.0,0.0
2023-03-03,34.5,34.84000015258789,34.189998626708984,34.779998779296875,601000,0.0,0.0
2023-03-06,35.0,36.31999969482422,35.0,35.7599983215332,964300,0.0,0.0
2023-03-07,35.7599983215332,37.18000030517578,35.7599983215332,36.349998474121094,883900,0.0,0.0
2023-03-08,36.83000183105469,37.02000045776367,35.810001373291016,36.279998779296875,556000,0.0,0.0
2023-03-09,36.20000076293945,36.279998779296875,34.2599983215332,34.310001373291016,640800,0.0,0.0
2023-03-10,34.5,34.939998626708984,33.61000061035156,33.90999984741211,701800,0.0,0.0
2023-03-13,33.279998779296875,33.880001068115234,32.279998779296875,33.529998779296875,679600,0.0,0.0
2023-03-14,34.22999954223633,35.41999816894531,33.77000045776367,34.88999938964844,438000,0.0,0.0
2023-03-15,34.29999923706055,34.709999084472656,33.41999816894531,34.40999984741211,685800,0.0,0.0
2023-03-16,34.310001373291016,35.900001525878906,34.18000030517578,35.459999084472656,642900,0.0,0.0
2023-03-17,35.560001373291016,35.59000015258789,34.77000045776367,35.5,459100,0.0,0.0
2023-03-20,35.5,35.709999084472656,34.060001373291016,35.189998626708984,1126800,0.0,0.0
2023-03-21,35.459999084472656,36.540000915527344,35.459999084472656,36.38999938964844,630600,0.0,0.0
2023-03-22,36.77000045776367,38.099998474121094,36.540000915527344,37.25,1076900,0.0,0.0
2023-03-23,37.79999923706055,39.529998779296875,37.560001373291016,38.209999084472656,1104200,0.0,0.0
2023-03-24,38.349998474121094,38.4900016784668,36.810001373291016,38.279998779296875,636900,0.0,0.0
2023-03-27,38.54999923706055,39.540000915527344,38.040000915527344,39.099998474121094,814600,0.0,0.0
2023-03-28,38.83000183105469,39.02000045776367,38.220001220703125,38.33000183105469,466000,0.0,0.0
2023-03-29,38.43000030517578,38.779998779296875,38.08000183105469,38.599998474121094,575300,0.0,0.0
2023-03-30,38.599998474121094,39.400001525878906,38.13999938964844,38.36000061035156,494300,0.0,0.0
2023-03-31,38.4900016784668,39.869998931884766,38.4900016784668,39.58000183105469,510600,0.0,0.0
2023-04-03,39.599998474121094,41.310001373291016,39.27000045776367,41.130001068115234,1059800,0.0,0.0
2023-04-04,41.290000915527344,42.040000915527344,40.689998626708984,41.16999816894531,1007200,0.0,0.0
2023-04-05,41.0,41.189998626708984,40.08000183105469,40.5,610700,0.0,0.0
2023-04-06,40.45000076293945,40.779998779296875,38.900001525878906,40.130001068115234,822700,0.0,0.0
2023-04-10,39.75,39.810001373291016,38.40999984741211,39.34000015258789,692100,0.0,0.0
2023-04-11,39.310001373291016,40.349998474121094,39.2400016784668,39.869998931884766,644100,0.0,0.0
2023-04-12,40.279998779296875,40.689998626708984,38.779998779296875,38.83000183105469,461400,0.0,0.0
2023-04-13,38.70000076293945,40.08000183105469,38.70000076293945,39.880001068115234,422300,0.0,0.0
2023-04-14,39.810001373291016,40.790000915527344,39.56999969482422,40.2599983215332,566600,0.0,0.0
2023-04-17,42.2599983215332,42.75,40.70000076293945,41.849998474121094,982900,0.0,0.0
2023-04-18,41.97999954223633,42.36000061035156,41.0099983215332,41.5,604500,0.0,0.0
2023-04-19,41.13999938964844,41.13999938964844,38.720001220703125,38.72999954223633,899500,0.0,0.0
2023-04-20,38.38999938964844,38.70000076293945,36.95000076293945,38.0,1671000,0.0,0.0
2023-04-21,38.099998474121094,38.779998779296875,37.7599983215332,38.380001068115234,447900,0.0,0.0
2023-04-24,37.33000183105469,37.36000061035156,34.45000076293945,36.09000015258789,1582500,0.0,0.0
2023-04-25,35.689998626708984,36.150001525878906,35.06999969482422,35.31999969482422,635800,0.0,0.0
2023-04-26,36.150001525878906,36.75,34.869998931884766,35.09000015258789,571200,0.0,0.0
2023-04-27,35.400001525878906,36.119998931884766,34.959999084472656,35.29999923706055,523400,0.0,0.0
2023-04-28,35.06999969482422,35.59000015258789,34.619998931884766,35.029998779296875,530600,0.0,0.0
2023-05-01,35.31999969482422,36.0,35.11000061035156,35.70000076293945,497500,0.0,0.0
2023-05-02,35.75,36.150001525878906,34.59000015258789,35.0,738500,0.0,0.0
2023-05-03,36.90999984741211,38.02000045776367,33.720001220703125,33.93000030517578,1565800,0.0,0.0
2023-05-04,33.4900016784668,33.4900016784668,31.8700008392334,32.189998626708984,1296200,0.0,0.0
2023-05-05,32.689998626708984,33.41999816894531,32.16999816894531,32.560001373291016,960100,0.0,0.0
2023-05-08,32.70000076293945,34.0099983215332,32.4900016784668,33.7400016784668,686400,0.0,0.0
2023-05-09,33.7400016784668,34.099998474121094,32.59000015258789,32.689998626708984,536500,0.0,0.0
2023-05-10,33.040000915527344,34.0,32.86000061035156,33.810001373291016,550600,0.0,0.0
2023-05-11,33.900001525878906,34.77000045776367,33.290000915527344,34.06999969482422,663900,0.0,0.0
2023-05-12,34.099998474121094,34.45000076293945,32.7400016784668,33.11000061035156,537300,0.0,0.0
2023-05-15,33.5,33.56999969482422,32.599998474121094,32.93000030517578,500000,0.0,0.0
2023-05-16,32.880001068115234,33.130001068115234,32.5099983215332,32.779998779296875,470900,0.0,0.0
2023-05-17,33.0,33.189998626708984,31.190000534057617,31.260000228881836,1084700,0.0,0.0
2023-05-18,31.420000076293945,32.060001373291016,31.15999984741211,31.3799991607666,1185100,0.0,0.0
2023-05-19,31.709999084472656,31.75,30.43000030517578,30.6299991607666,1077400,0.0,0.0
2023-05-22,31.100000381469727,32.59000015258789,30.850000381469727,31.780000686645508,2072000,0.0,0.0
2023-05-23,29.950000762939453,31.600000381469727,29.549999237060547,30.299999237060547,2898500,0.0,0.0
2023-05-24,29.969999313354492,30.940000534057617,29.5,30.90999984741211,1314300,0.0,0.0
2023-05-25,31.149999618530273,31.979999542236328,30.610000610351562,31.920000076293945,1060900,0.0,0.0
2023-05-26,32.0,32.380001068115234,30.719999313354492,30.770000457763672,903300,0.0,0.0
2023-05-30,30.709999084472656,30.8700008392334,30.049999237060547,30.079999923706055,1060700,0.0,0.0
2023-05-31,30.440000534057617,31.0,30.18000030517578,30.780000686645508,1092300,0.0,0.0
2023-06-01,30.690000534057617,31.549999237060547,30.639999389648438,31.219999313354492,609200,0.0,0.0
2023-06-02,31.360000610351562,31.75,30.559999465942383,30.90999984741211,941000,0.0,0.0
