Date,Open,High,Low,Close,Adj Close,Volume,Dividends,StockSplits
2023-02-16,246.5,248.52999877929688,244.52000427246094,246.52000427246094,236.0172576904297,1934900,0.0,0.0
2023-02-17,247.86000061035156,250.86000061035156,245.6300048828125,247.7899932861328,237.23316955566406,3759300,0.0,0.0
2023-02-21,244.5,248.0,239.75,240.7100067138672,230.45481872558594,3105900,0.0,0.0
2023-02-22,241.19000244140625,242.22999572753906,236.4199981689453,237.88999938964844,227.75494384765625,3145200,0.0,0.0
2023-02-23,240.6699981689453,240.8300018310547,235.60000610351562,237.9499969482422,227.8124237060547,3219000,0.0,0.0
2023-02-24,235.22999572753906,236.69000244140625,233.02000427246094,236.1699981689453,226.1082305908203,2105500,0.0,0.0
2023-02-27,239.10000610351562,241.25,238.72000122070312,239.97999572753906,229.75592041015625,1720900,0.0,0.0
2023-02-28,240.94000244140625,241.10000610351562,238.7100067138672,239.5500030517578,229.34420776367188,2647700,0.0,0.0
2023-03-01,242.00999450683594,249.6999969482422,241.57000732421875,248.6699981689453,238.07568359375,4117700,0.0,0.0
2023-03-02,246.50999450683594,252.49000549316406,246.1300048828125,252.17999267578125,241.43612670898438,2676500,0.0,0.0
2023-03-03,252.38999938964844,255.39999389648438,249.91000366210938,255.30999755859375,244.43280029296875,2314700,0.0,0.0
2023-03-06,255.64999389648438,255.6999969482422,251.5800018310547,253.97999572753906,243.1594696044922,2317100,0.0,0.0
2023-03-07,254.0500030517578,254.75,245.9499969482422,246.13999938964844,235.65347290039062,3018400,0.0,0.0
2023-03-08,247.99000549316406,251.11000061035156,246.75,248.72000122070312,238.12355041503906,2068600,0.0,0.0
2023-03-09,248.9499969482422,250.1300048828125,240.61000061035156,240.9600067138672,230.69418334960938,2518800,0.0,0.0
2023-03-10,236.30999755859375,238.1300048828125,225.8000030517578,227.00999450683594,217.3385009765625,5767500,0.0,0.0
2023-03-13,222.5800018310547,228.3300018310547,221.5399932861328,224.6999969482422,215.12689208984375,4885100,0.0,0.0
2023-03-14,228.99000549316406,229.58999633789062,222.1999969482422,225.6699981689453,216.05557250976562,3754900,0.0,0.0
2023-03-15,219.39999389648438,221.17999267578125,212.57000732421875,217.25999450683594,208.00384521484375,5471700,0.0,0.0
