Date,Open,High,Low,Close,Volume,Dividends,StockSplits,Capital Gains
2023-02-16,96.65401458740234,96.65401458740234,96.65401458740234,96.65401458740234,0,0.0,0.0,0.0
2023-02-17,96.38370513916016,96.38370513916016,96.38370513916016,96.38370513916016,0,0.0,0.0,0.0
2023-02-21,94.34674072265625,94.34674072265625,94.34674072265625,94.34674072265625,0,0.0,0.0,0.0
2023-02-22,94.28883361816406,94.28883361816406,94.28883361816406,94.28883361816406,0,0.0,0.0,0.0
2023-02-23,94.77152252197266,94.77152252197266,94.77152252197266,94.77152252197266,0,0.0,0.0,0.0
2023-02-24,93.77716827392578,93.77716827392578,93.77716827392578,93.77716827392578,0,0.0,0.0,0.0
2023-02-27,94.0667953491211,94.0667953491211,94.0667953491211,94.0667953491211,0,0.0,0.0,0.0
2023-02-28,93.83509063720703,93.83509063720703,93.83509063720703,93.83509063720703,0,0.0,0.0,0.0
2023-03-01,93.4585952758789,93.4585952758789,93.4585952758789,93.4585952758789,0,0.0,0.0,0.0
2023-03-02,94.1343765258789,94.1343765258789,94.1343765258789,94.1343765258789,0,0.0,0.0,0.0
2023-03-03,95.6500244140625,95.6500244140625,95.6500244140625,95.6500244140625,0,0.0,0.0,0.0
2023-03-06,95.52452850341797,95.52452850341797,95.52452850341797,95.52452850341797,0,0.0,0.0,0.0
2023-03-07,94.11505889892578,94.11505889892578,94.11505889892578,94.11505889892578,0,0.0,0.0,0.0
2023-03-08,94.23090362548828,94.23090362548828,94.23090362548828,94.23090362548828,0,0.0,0.0,0.0
2023-03-09,92.36772155761719,92.36772155761719,92.36772155761719,92.36772155761719,0,0.0,0.0,0.0
2023-03-10,90.78450775146484,90.78450775146484,90.78450775146484,90.78450775146484,0,0.0,0.0,0.0
2023-03-13,90.49488067626953,90.49488067626953,90.49488067626953,90.49488067626953,0,0.0,0.0,0.0
2023-03-14,92.03948211669922,92.03948211669922,92.03948211669922,92.03948211669922,0,0.0,0.0,0.0
2023-03-15,91.28649139404297,91.28649139404297,91.28649139404297,91.28649139404297,0,0.0,0.0,0.0
2023-03-16,92.8890380859375,92.8890380859375,92.8890380859375,92.8890380859375,0,0.0,0.0,0.0
2023-03-17,91.71127319335938,91.71127319335938,91.71127319335938,91.71127319335938,0,0.0,0.0,0.0
2023-03-20,92.53182983398438,92.53182983398438,92.53182983398438,92.53182983398438,0,0.0,0.0,0.0
2023-03-21,93.8447494506836,93.8447494506836,93.8447494506836,93.8447494506836,0,0.0,0.0,0.0
2023-03-22,92.16808319091797,92.16808319091797,92.16808319091797,92.16808319091797,0,0.38,0.0,0.0
2023-03-23,92.3619384765625,92.3619384765625,92.3619384765625,92.3619384765625,0,0.0,0.0,0.0
2023-03-24,92.8755874633789,92.8755874633789,92.8755874633789,92.8755874633789,0,0.0,0.0,0.0
2023-03-27,93.12757110595703,93.12757110595703,93.12757110595703,93.12757110595703,0,0.0,0.0,0.0
2023-03-28,93.00157165527344,93.00157165527344,93.00157165527344,93.00157165527344,0,0.0,0.0,0.0
2023-03-29,94.32933807373047,94.32933807373047,94.32933807373047,94.32933807373047,0,0.0,0.0,0.0
2023-03-30,94.84300231933594,94.84300231933594,94.84300231933594,94.84300231933594,0,0.0,0.0,0.0
2023-03-31,96.30645751953125,96.30645751953125,96.30645751953125,96.30645751953125,0,0.0,0.0,0.0
2023-04-03,96.57781982421875,96.57781982421875,96.57781982421875,96.57781982421875,0,0.0,0.0,0.0
2023-04-04,95.89940643310547,95.89940643310547,95.89940643310547,95.89940643310547,0,0.0,0.0,0.0
2023-04-05,95.54080200195312,95.54080200195312,95.54080200195312,95.54080200195312,0,0.0,0.0,0.0
2023-04-06,95.88001251220703,95.88001251220703,95.88001251220703,95.88001251220703,0,0.0,0.0,0.0
2023-04-10,96.08354187011719,96.08354187011719,96.08354187011719,96.08354187011719,0,0.0,0.0,0.0
2023-04-11,96.18045043945312,96.18045043945312,96.18045043945312,96.18045043945312,0,0.0,0.0,0.0
2023-04-12,95.74433898925781,95.74433898925781,95.74433898925781,95.74433898925781,0,0.0,0.0,0.0
2023-04-13,97.00425720214844,97.00425720214844,97.00425720214844,97.00425720214844,0,0.0,0.0,0.0
2023-04-14,96.74256134033203,96.74256134033203,96.74256134033203,96.74256134033203,0,0.0,0.0,0.0
2023-04-17,97.13993835449219,97.13993835449219,97.13993835449219,97.13993835449219,0,0.0,0.0,0.0
2023-04-18,97.19808959960938,97.19808959960938,97.19808959960938,97.19808959960938,0,0.0,0.0,0.0
2023-04-19,97.21746063232422,97.21746063232422,97.21746063232422,97.21746063232422,0,0.0,0.0,0.0
2023-04-20,96.6359634399414,96.6359634399414,96.6359634399414,96.6359634399414,0,0.0,0.0,0.0
2023-04-21,96.71350860595703,96.71350860595703,96.71350860595703,96.71350860595703,0,0.0,0.0,0.0
2023-04-24,96.75225830078125,96.75225830078125,96.75225830078125,96.75225830078125,0,0.0,0.0,0.0
2023-04-25,95.11436462402344,95.11436462402344,95.11436462402344,95.11436462402344,0,0.0,0.0,0.0
2023-04-26,94.72671508789062,94.72671508789062,94.72671508789062,94.72671508789062,0,0.0,0.0,0.0
2023-04-27,96.50027465820312,96.50027465820312,96.50027465820312,96.50027465820312,0,0.0,0.0,0.0
2023-04-28,97.31439208984375,97.31439208984375,97.31439208984375,97.31439208984375,0,0.0,0.0,0.0
2023-05-01,97.28529357910156,97.28529357910156,97.28529357910156,97.28529357910156,0,0.0,0.0,0.0
2023-05-02,96.07384490966797,96.07384490966797,96.07384490966797,96.07384490966797,0,0.0,0.0,0.0
2023-05-03,95.51172637939453,95.51172637939453,95.51172637939453,95.51172637939453,0,0.0,0.0,0.0
2023-05-04,94.7945327758789,94.7945327758789,94.7945327758789,94.7945327758789,0,0.0,0.0,0.0
2023-05-05,96.5875015258789,96.5875015258789,96.5875015258789,96.5875015258789,0,0.0,0.0,0.0
2023-05-08,96.65534973144531,96.65534973144531,96.65534973144531,96.65534973144531,0,0.0,0.0,0.0
2023-05-09,96.25798797607422,96.25798797607422,96.25798797607422,96.25798797607422,0,0.0,0.0,0.0
