Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2023-02-16,90.38907709778942,90.5003391528764,90.33344960709044,90.35198974609375,864100,0.0,0.0,0.0
2023-02-17,90.23147322056674,90.39836278866265,90.22219961298086,90.34273529052734,855300,0.0,0.0,0.0
2023-02-21,90.26854705810547,90.35198829281181,90.1850987497102,90.26854705810547,804000,0.0,0.0,0.0
2023-02-22,90.3983326497605,90.45396012934954,90.13872831342813,90.16654205322266,976000,0.0,0.0,0.0
2023-02-23,90.16655861100512,90.3334481541067,90.16655861100512,90.26854705810547,959800,0.0,0.0,0.0
2023-02-24,90.04601373599164,90.05528026682342,89.91621156747021,90.00892639160156,1606400,0.0,0.0,0.0
2023-02-27,90.10165865492198,90.12019879386162,90.03675755809964,90.07384490966797,834300,0.0,0.0,0.0
2023-02-28,90.1016775031791,90.35200833652048,90.07386375210679,90.22220611572266,1158400,0.0,0.0,0.0
2023-03-01,90.20365603316371,90.22219617393877,90.08312743390147,90.17584228515625,788500,0.0,0.0,0.0
2023-03-02,90.20365200914193,90.32418060302734,90.19437840232324,90.32418060302734,844400,0.0,0.0,0.0
2023-03-03,90.37052331164065,90.6394012655633,90.32416236059993,90.61158752441406,1331000,0.0,0.0,0.0
2023-03-06,90.67650187189439,90.68576840450724,90.51887885951842,90.52815246582031,972100,0.0,0.0,0.0
2023-03-07,90.48179162954162,90.49106523585596,90.03675755809964,90.07384490966797,1785000,0.0,0.0,0.0
2023-03-08,90.07382772324438,90.13872880768335,89.84203712543557,89.85131072998047,1230000,0.0,0.0,0.0
2023-03-09,90.07382676885811,90.12018064371613,90.00892568510682,90.0274658203125,1253700,0.0,0.0,0.0
2023-03-10,90.30563240966676,90.50033569335938,90.25927145339713,90.50033569335938,1299000,0.0,0.0,0.0
2023-03-13,90.90829051239596,91.29769708423463,90.89901690629823,91.07518005371094,1583400,0.0,0.0,0.0
2023-03-14,91.07517875216821,91.14934637882362,90.87120186306616,90.97319030761719,1219300,0.0,0.0,0.0
2023-03-15,91.31623077392578,91.66855704386968,91.24206315144824,91.31623077392578,1472200,0.0,0.0,0.0
2023-03-16,91.62220734739498,91.67783483950984,90.95464914725976,91.02882385253906,1303300,0.0,0.0,0.0
2023-03-17,91.14006936746833,91.3996737151354,91.14006936746833,91.24205780029297,1725300,0.0,0.0,0.0
2023-03-20,91.3626085748003,91.3718821819532,91.12154430465279,91.2606201171875,786400,0.0,0.0,0.0
2023-03-21,91.12154849025755,91.33479902243157,91.0751945997432,91.09373474121094,775700,0.0,0.0,0.0
2023-03-22,91.18643293300107,91.87253122097349,91.158619189037,91.76127624511719,1445200,0.0,0.0,0.0
2023-03-23,91.87252620151085,92.0116019874215,91.79835857955503,91.96524810791016,1575900,0.0,0.0,0.0
2023-03-24,92.04870808527028,92.12288279602355,91.807643812167,91.8169174194336,1681300,0.0,0.0,0.0
2023-03-27,91.68711682862202,91.68711682862202,91.44605255126953,91.44605255126953,632300,0.0,0.0,0.0
2023-03-28,91.48313112757737,91.73346898833476,91.48313112757737,91.6407470703125,984300,0.0,0.0,0.0
2023-03-29,91.64074849224785,91.76128415807139,91.60366821289062,91.60366821289062,1100600,0.0,0.0,0.0
2023-03-30,91.7334659578228,91.80763358662553,91.61293029785156,91.61293029785156,1038500,0.0,0.0,0.0
2023-03-31,91.83545268348831,92.04869610704259,91.80763186530882,92.0023422241211,616600,0.0,0.0,0.0
