Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2024-01-23,436.1928296404087,437.16362739737826,435.1632292080455,436.9674987792969,3251600,0.0,0.0,0.0
2024-01-24,439.61506736183094,440.46816995774134,437.09496135607833,437.3302917480469,4568200,0.0,0.0,0.0
2024-01-25,439.43856935362555,440.04652614926414,437.44795673077255,439.79156494140625,4167100,0.0,0.0,0.0
2024-01-26,439.3993748540263,440.782000873294,438.47762417451446,439.52685546875,6404000,0.0,0.0,0.0
2024-01-29,439.52682977725016,442.8411759412002,439.0169073481615,442.7235107421875,4543300,0.0,0.0,0.0
2024-01-30,442.0861502899078,443.0373172425305,441.69392297362566,442.4097595214844,3410000,0.0,0.0,0.0
2024-01-31,440.32109923904,440.74274284331096,435.1338056056022,435.20245361328125,7108000,0.0,0.0,0.0
2024-02-01,436.70276564520054,440.9290771484375,436.0163453856151,440.9290771484375,6138400,0.0,0.0,0.0
2024-02-02,441.2722709474975,447.0282897461929,440.95847713044134,445.4593505859375,6253500,0.0,0.0,0.0
2024-02-05,444.92003642457706,445.33186462011173,441.7919735500503,443.8315734863281,7101900,0.0,0.0,0.0
2024-02-06,444.7729284571897,445.46916409675964,443.42953421960806,445.2142028808594,4383600,0.0,0.0,0.0
2024-02-07,447.2930714796142,449.28365440461937,446.43015337763654,448.871826171875,6763400,0.0,0.0,0.0
2024-02-08,448.92082002630093,449.43071254867283,448.15596628022985,449.17578125,4184600,0.0,0.0,0.0
2024-02-09,449.6366033588129,452.0782458120718,449.2737923834316,451.7252502441406,4002600,0.0,0.0,0.0
2024-02-12,451.6663991173011,453.7550460553129,450.823111955957,451.5193176269531,4564200,0.0,0.0,0.0
2024-02-13,445.6555025596423,446.8518153654704,442.24306195161785,445.1553955078125,8152200,0.0,0.0,0.0
2024-02-14,447.7146910913655,449.76413643607674,445.5770267694004,449.3915100097656,5624000,0.0,0.0,0.0
